	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Mrpl15	390.049853979901	-0.465200469553361	0.37768174919038	-1.23172610418849	0.218051415170164	0.625681277410979
Lypla1	649.54301556428	-0.541659367851488	0.559440176250027	-0.9682167832176	0.332936114698169	0.686369929446974
Tcea1	1181.33486145089	0.626211180435761	0.417474747169802	1.49999774760282	0.133614985988836	0.60871008464615
Rgs20	194.399331462853	-0.983359945590476	0.625457510415468	-1.57222501803083	0.115898375336643	0.60871008464615
Atp6v1h	1249.53833299395	0.968771407787998	0.602383102880474	1.60823137826332	0.107784513316061	0.60871008464615
Rb1cc1	1570.73477924703	0.651425754754518	0.397349964131671	1.6394257293519	0.101124626797869	0.60871008464615
Pcmtd1	711.476210258378	0.273413562630119	0.419980592122479	0.651014755820868	0.515036961685924	0.785748658841773
Rrs1	769.949451039652	0.553147214402148	0.51433264259655	1.07546589228645	0.282166194732833	0.653448657439551
2610203C22Rik	16.3016154429442	-2.91596806923543	1.65986221087009	-1.75675309079234	0.0789599038967677	0.60871008464615
Mybl1	625.806228312003	-0.743705023568969	0.584617926330591	-1.27212148323419	0.203329959204373	0.623011294275618
Vcpip1	1210.28967991758	0.598321616207925	0.349668945824857	1.71110881693113	0.0870610268484138	0.60871008464615
Sgk3	177.973754042712	-0.826289017229279	0.685300330494262	-1.2057326991705	0.227920572611694	0.632307986479537
Snhg6	197.178278210214	0.151607197373395	0.381631072488314	0.397261146438849	0.691174895634046	0.876917373823089
Cops5	748.477623693744	0.199900098609529	0.224197678799256	0.891624300840852	0.372594340435809	0.70825619069216
Cspp1	640.265089560607	0.0490006883096959	0.361440592860546	0.135570517749238	0.89216081365663	0.957931649673258
Arfgef1	2418.63602843388	0.0667636237408286	0.220906392192621	0.30222585719753	0.76247989413796	0.905740239531818
Cpa6	37.1342653811173	-1.05170974526084	1.26649659857704	-0.830408661533299	0.406307770122432	0.727263556098888
Prex2	661.658186041608	-0.789787303278616	0.800518252332221	-0.986594997650158	0.323841223527451	0.682154978725934
Ncoa2	1177.38293717598	0.227212021756966	0.247245322102942	0.918973996451849	0.358109173606161	0.699302156905103
Tram1	442.457926000087	-0.231484881538553	0.308582965794016	-0.75015443883274	0.453161695513767	0.75679980095056
Lactb2	601.612657108832	0.741286950465454	0.546337409686694	1.35682993205711	0.174835254463446	0.61154463972321
Gm5523	10.9205793825687	-0.0718975051363433	0.959058990360225	-0.0749667182717702	0.940241192323422	0.978368914570361
Eya1	59.3937876444596	-0.324878977597824	0.498698886853236	-0.651453183799534	0.514753988723321	0.785748658841773
Terf1	332.295988893469	-0.428174418205645	0.316559532193303	-1.35258734822803	0.176187496525013	0.61189036354681
Rpl7	1157.91394841511	0.03908341791492	0.166815071451368	0.234291887266997	0.814758383695951	0.92623246825954
Rdh10	235.762492538969	-0.377707039701686	0.390494858882532	-0.967252272622895	0.333417936530657	0.686369929446974
Stau2	413.052684184511	0.00311071479238753	0.420367813059118	0.00739998329022888	0.994095721468715	0.998199072721922
Ube2w	542.053661445088	0.803809964271715	0.44050402767482	1.82475054431304	0.0680386820547491	0.60871008464615
Tceb1	461.375016400549	-0.0777456617780507	0.189317993532668	-0.410661767153343	0.681320565317807	0.871884630677425
Tmem70	327.52508544714	0.180196019281024	0.335544067493289	0.537026390086982	0.591249385203619	0.826177871888068
Ly96	99.2376220319023	0.72105649258362	0.626398416528613	1.15111480737704	0.249685007027603	0.640163247253107
Jph1	137.110072215929	1.23669779172695	0.77710873722902	1.59140893993382	0.111517573695043	0.60871008464615
Mcm3	975.878956489165	-1.32840220425928	0.804660271394144	-1.65088578557223	0.0987618988309002	0.60871008464615
Paqr8	20.0884173442467	-2.22646003832357	1.56366915831209	-1.42386899843119	0.154484397550578	0.60871008464615
Tram2	81.0892526168191	-0.93731264778758	1.15746476333635	-0.809797997725488	0.418056283582677	0.736571347273133
Ogfrl1	253.233516732368	-1.46992480849199	0.825876491687017	-1.77983611749183	0.0751027848915135	0.60871008464615
B3gat2	20.5803939138708	0.288097762940033	1.00322354350411	0.287172051339376	0.773980585228536	0.910698693181476
Smap1	701.085698377966	0.331437378368678	0.249967362101836	1.32592261478381	0.184865331332859	0.616162197874097
Sdhaf4	14.7849942556712	-1.53131808965094	1.37368134359023	-1.11475495885291	0.264955442575372	0.647317492656137
Fam135a	1312.70916145921	0.625582659786998	0.374254895395461	1.67154168852212	0.0946147315252621	0.60871008464615
Lmbrd1	986.901256412656	1.39744435894622	0.617457877159274	2.26322217375444	0.0236219970024044	0.60871008464615
Phf3	3217.54483121271	0.662885615287865	0.556899611181313	1.19031437978872	0.233922851012958	0.635086998415925
Ptp4a1	89.9520602107482	0.382254789401252	0.420557702729671	0.908923524453814	0.363390495284057	0.703151695746767
Prim2	385.497828429135	-0.989576997151805	0.689733105615606	-1.43472451749083	0.151365614815805	0.60871008464615
Rab23	521.909499817156	-0.276515516114641	0.493965176905254	-0.559787468920464	0.575624411983281	0.817374221389225
Bag2	371.709481103655	-0.475014835001684	0.559973438171206	-0.848281012315539	0.39628148951515	0.721422319643647
Zfp451	894.83809146963	0.455678879748844	0.428365099733798	1.06376285096993	0.287436144165224	0.657936891134604
Gm15455	75.2812268321989	-0.132233877891544	0.521750211357279	-0.253442883228646	0.799925993050571	0.92100925340135
Bend6	155.527181201844	-2.0397247509527	1.21983964043061	-1.67212532151576	0.0944996124087199	0.60871008464615
Dst	6785.47299239486	0.689816296748546	0.501461495944598	1.37561169167963	0.168941885016684	0.610874521856025
