""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Mrpl15"	389.600640616364	0.214823990882691	0.380437465280423	0.564676222738322	0.57229400980781	0.986806280052574
"Lypla1"	648.893206465923	0.843773734510949	0.569431924034754	1.48178157721177	0.138398422592035	0.986806280052574
"Tcea1"	1181.02164182668	0.24169899793249	0.436199702532588	0.554101702796171	0.579509244850419	0.986806280052574
"Rgs20"	194.119031113964	0.0336589233597521	0.619785005184252	0.054307418021102	0.956690239550905	0.99982843323629
"Atp6v1h"	1248.08244764306	-0.280780555745924	0.614418765409982	-0.456985644894111	0.647681363535811	0.986806280052574
"Rb1cc1"	1569.10353289308	0.0578848388711881	0.40847631443812	0.141709168500533	0.887309732616311	0.99982843323629
"Pcmtd1"	711.023756866134	0.841289518290181	0.431298157861661	1.95059845017939	0.0511048317259091	0.986806280052574
"Sntg1"	6.90821482170298	3.69655881206205	2.3747845168791	1.5565870443353	0.119568561723233	0.986806280052574
"Rrs1"	768.912523046102	-0.939156466809277	0.520734798818	-1.80352161780054	0.0713063335082426	0.986806280052574
"Adhfe1"	6.74401935788974	-1.46323491612329	1.58831991313866	-0.921246975511256	0.356921497800074	0.986806280052574
"2610203C22Rik"	16.2693679180484	-0.00381546398864813	1.58711525236096	-0.00240402452372147	0.998081867796319	0.99982843323629
"3110035E14Rik"	7.77825460572601	0.581123769312954	2.59891097378703	0.223602799470335	0.823066385159641	0.99982843323629
"Mybl1"	624.430772327472	-0.202570553920825	0.582757626038406	-0.347606869253522	0.728135446726814	0.988543014670158
"Vcpip1"	1209.16541500071	0.0336900095181832	0.360727945846984	0.0933945093693241	0.925590152342764	0.99982843323629
"1700034P13Rik"	2.10832996634477	-3.44648150448691	2.93923649238171	-1.17257713471507	0.240965423174812	0.986806280052574
"Sgk3"	177.757339276799	1.03486355500186	0.682010650888068	1.5173715449375	0.129172903982632	0.986806280052574
"Mcmdc2"	1.62019535778446	-1.00377568587322	3.09058936010861	-0.324784553661294	0.745344135735549	0.992707979590484
"Snhg6"	196.905712262987	-0.266850537411503	0.367394507232716	-0.726332408781698	0.467635016132206	0.986806280052574
"Snord87"	9.64031357866206	-0.00380637424368727	1.61567226345438	-0.00235590740138663	0.998120259596606	0.99982843323629
"Tcf24"	0.572721209285804	-0.00376196106618341	3.83910746814693	-0.000979905120499073	0.999218148958426	0.99982843323629
"Ppp1r42"	3.84760393487521	-5.25375425318706	3.44737113560921	-1.523988583335	0.12751156314319	0.986806280052574
"Cops5"	747.592715372424	-0.257361867080591	0.228173706487463	-1.12792078913234	0.259353373256715	0.986806280052574
"Cspp1"	639.1598656305	-0.425604593762504	0.361825851552598	-1.176269169094	0.239487331833495	0.986806280052574
"Arfgef1"	2415.57513990639	0.152999901869562	0.228009661323131	0.671023767070702	0.50220538890585	0.986806280052574
"Cpa6"	37.1088246773884	1.93477609353879	1.26436935504402	1.53023013870138	0.125959773741037	0.986806280052574
"Prex2"	661.105721793757	1.12886605241815	0.814279045126228	1.38633808542028	0.165643692542325	0.986806280052574
